"","ObjectID","Loc_name","Status","Score","Match_type","Match_addr","LongLabel","ShortLabel","Addr_type","Type","PlaceName","Place_addr","Phone","URL","Rank","AddBldg","AddNum","AddNumFrom","AddNumTo","AddRange","Side","StPreDir","StPreType","StName","StType","StDir","BldgType","BldgName","LevelType","LevelName","UnitType","UnitName","SubAddr","StAddr","Block","Sector","Nbrhd","District","City","MetroArea","Subregion","Region","RegionAbbr","Territory","Zone","Postal","PostalExt","Country","CntryName","LangCode","Distance","X","Y","DisplayX","DisplayY","Xmin","Xmax","Ymin","Ymax","ExInfo","IN_Address","IN_Address2","IN_Address3","IN_Neighborhood","IN_City","IN_Subregion","IN_Region","IN_Postal","IN_PostalExt","IN_CountryCode","USER_Region","USER_State","USER_Borrower_Name","USER_State_Tracking_Number","USER_Type_of_Assistance","USER_Supplemental_Appropriation","USER_Latest_Agreement_Action","USER_Initial_Agreement_Date","USER_Initial_Agreement_Amount","USER_Date_of_Latest_Agreement_Action","USER_Current_Agreement_Amount","USER_Annual_Interest_Rate____","USER_Annual_Fee_Rate____","USER_Annual_Finance_Charge____","USER_Upfront_Fees","USER_Repayment_Period__Years_","USER_Includes_Additional_Subsidy_","USER_Additional_Subsidy_Amount","USER_Green_Project_Reserve__GPR__Total","USER_Hardship_Disadvantaged_Community_","USER_Programmatic_Finance_","USER_Sponsorship_Lending_","USER_Sponsorship_Lending__Implementing_Partner","USER_Conduit_Finance_","USER_Subagreements_To_Date","USER_Total_Non_SRF_Co_funding","USER_Non_SRF_Co_funding___Federal","USER_Non_SRF_Co_funding___State","USER_Non_SRF_Co_funding___Local","USER_Project_Name","USER_Project_Description","USER_Project_Needs_Categories","USER_Facility_Name","USER_NPDES_Permit_Number","USER_Population_Served_by_Project","USER_Project_Start","USER_Project_Completion_Date","USER_Affected_Waterbody_Designation","USER_CWA_Compliance_Objective","USER_Designated_Water_Use___Protect","USER_Designated_Water_Use___Restore","USER_Improvement_or_Maintenance_of_Receiving_Waterbody_","USER_Linked_Assistance_Agreement_","USER_Linked_Assistance_Agreement___State_Tracking_Number","geometry"
"336",336,"World","M",100,"A","Renewable Water Resources","Renewable Water Resources, 2750 E Phillips Rd, Greer, SC, 29650, USA","Renewable Water Resources","POI","Government Office","Renewable Water Resources","2750 E Phillips Rd, Greer, South Carolina, 29650","(864) 877-5575","",22,"","2750","","","","","E","","Phillips","Rd","","","","","","","","","2750 E Phillips Rd","","","","","Greer","","Greenville County","South Carolina","SC","","","29650","","USA","United States","ENG",0,-82.23015,34.860768,-82.23015,34.860768,-82.23115,-82.22915,34.859768,34.861768,"","Renewable Water Resources",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","Renewable Water Resources","X1-211-18-370-99","Loan","Not Applicable","Initial Agreement",2019-05-17,13411050,2019-05-17,13411050,2.1,0,2.1,46939,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Rock Creek Interceptor Upgrade","Construction to include the sewer main replacement of existing 24-inch system connecting to existing 42-inch main south of Rocky Creek Road. Replacement of approximately 13,800 linear feet of 42-inch, 36-inch, 24-inch, 20-inch and 8-inch sewer line, and all other necessary appurtenances.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $13,411,050.00","Renewable Water Resources Rock Creek Interceptor",NA,17856,2019-07-01,2021-03-03,NA,"Maintain Compliance",NA,NA,"Maintenance","No",NA,c(1031202.13889451, 420021.15468497)
"337",337,"World","M",78.04,"M","Mount Pleasant, South Carolina","Mount Pleasant, SC, USA","Mount Pleasant","Locality","City","Mount Pleasant","Mount Pleasant, South Carolina"," "," ",6.5," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Mount Pleasant"," ","Charleston County","South Carolina","SC"," "," "," "," ","USA","United States","ENG",0,-79.8765153,32.7905132,-79.8765153,32.7905132,-80.0055153,-79.7475153,32.6615132,32.9195132,"WATERWORKS AND SEWER COMMISSION","Mt. Pleasant Waterworks and Sewer Commission",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","Mt. Pleasant Waterworks and Sewer Commission","X1-212-19-511-51","Loan","Not Applicable","Initial Agreement",2019-05-24,7000000,2019-05-24,7000000,2.6,0,2.6,24500,20,"No",0,7000000,"No","No","No",NA,"No",0,0,0,0,0,"CMOM and Trenchless Rehabilitation","Replacement of approximately 6400 linear feet of sewer lines and 28 manholes through the FY19-FY20 CMOM Project and rehabilitation of approximately 13,500 linear feet of sewer and 65 manholes through the FY19-FY20 Trenchless Rehabilitation Project.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $7,000,000.00","Town of Mount Pleasant Sewer System","SC0040771",45000,2019-05-20,2021-06-10,NA,"Maintain Compliance",NA,NA,"Maintenance","No",NA,c(1730415.9774882, -348108.706452064)
"338",338,"World","M",100,"A","Renewable Water Resources","Renewable Water Resources, 2750 E Phillips Rd, Greer, SC, 29650, USA","Renewable Water Resources","POI","Government Office","Renewable Water Resources","2750 E Phillips Rd, Greer, South Carolina, 29650","(864) 877-5575","",22,"","2750","","","","","E","","Phillips","Rd","","","","","","","","","2750 E Phillips Rd","","","","","Greer","","Greenville County","South Carolina","SC","","","29650","","USA","United States","ENG",0,-82.23015,34.860768,-82.23015,34.860768,-82.23115,-82.22915,34.859768,34.861768,"","Renewable Water Resources",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","Renewable Water Resources","X1-205-18-370-97","Loan","Not Applicable","Initial Agreement",2019-05-17,1498064,2019-05-17,1498064,2.1,0,2.1,5243,20,"No",0,1498064,"No","No","No",NA,"No",0,0,0,0,0,"FY 2018 Gravity Sewer and Manhole Rehabilitation","Rehabilitation of approximately 17,400 linear feet of existing 8-inch to 42-inch gravity sewer with cured-in-place lining (CIPP), replacing approximately 23 defective service laterals, and sealing approximately 51 manholes using specialized cementitious mortar products.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $1,498,064.00","Renewal Water Resources",NA,75000,2018-07-01,2019-06-01,NA,"Maintain Compliance",NA,NA,"Maintenance","No",NA,c(1031202.13889451, 420021.15468497)
"339",339,"World","M",100,"A","Renewable Water Resources","Renewable Water Resources, 2750 E Phillips Rd, Greer, SC, 29650, USA","Renewable Water Resources","POI","Government Office","Renewable Water Resources","2750 E Phillips Rd, Greer, South Carolina, 29650","(864) 877-5575","",22,"","2750","","","","","E","","Phillips","Rd","","","","","","","","","2750 E Phillips Rd","","","","","Greer","","Greenville County","South Carolina","SC","","","29650","","USA","United States","ENG",0,-82.23015,34.860768,-82.23015,34.860768,-82.23115,-82.22915,34.859768,34.861768,"","Renewable Water Resources",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","Renewable Water Resources","1-206-18-370-84","Loan","Not Applicable","Initial Agreement",2019-05-17,15882883,2019-05-17,15882883,2.1,0,2.1,55590,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Lower Reedy Water Resource Recovery Facility Digester Capacity","Construction of new anaerobic digester tank with fixed concrete dome cover and linear motion missing; a new digester control building with hot water boilers, digester gas compressor skid assembly, heat exchanger, sludge recirculation pumps, sludge transfer pump, in-line grinders, and primary and secondary hot water loop pumps; new membrane gas holder storage facility, new waste gas burner, new unit electrical substation, motor control centers, and variable frequency drive; yard piping modifications and all other necessary appurtenances.","Centralized Wastewater Treatment - Advanced Treatment: $15,882,883.00","Lower Reedy River Water Resources Recovery Facility","SC0024261",67000,2019-04-16,2022-05-06,NA,"Maintain Compliance",NA,NA,"Not Applicable","No",NA,c(1031202.13889451, 420021.15468497)
"340",340,"World","M",100,"A","Town of Lyman, South Carolina","Town of Lyman, SC, USA","Town of Lyman","Locality","City","Town of Lyman","Town of Lyman, South Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","Town of Lyman","","Spartanburg County","South Carolina","SC","","","","","USA","United States","ENG",0,-82.10735,34.97096,-82.10735,34.97096,-82.15235,-82.06235,34.92596,35.01596,"","Town of Lyman",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","Town of Lyman","F1-17-462-09","Loan","Not Applicable","Initial Agreement",2019-03-15,973000,2019-03-15,973000,0,0,0,0,0,"Yes",973000,0,"No","No","No",NA,"No",0,0,0,0,0,"Startex Sewer Main Rehabilitation","The project involves the replacement and/or rehabilitation of approximately 7319 LF of 8-inch VCP sanitary sewer, up to 5000 LF of 8-inch and 6-inch lateral lines, service re-installments and manhole rehabilitation.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $973,000.00","Town of Lyman Startex System","SC0021300",859,2019-05-01,2020-08-28,NA,"Achieve Compliance",NA,NA,"Improvement","No",NA,c(1069275.5555899, 458928.289060601)
"341",341,"World","M",100,"A","City of Aiken, South Carolina","City of Aiken, SC, USA","City of Aiken","Locality","City","City of Aiken","City of Aiken, South Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Aiken","","Aiken County","South Carolina","SC","","","","","USA","United States","ENG",0,-81.72708,33.53032,-81.72708,33.53032,-81.78808,-81.66608,33.46932,33.59132,"","City of Aiken",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","City of Aiken","X1-207-18-549-07","Loan","Not Applicable","Initial Agreement",2019-01-30,659198,2019-01-30,659198,2.1,NA,2.1,2307,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Critical Stormwater Rehabilitation - Phase I","Replace nine existing corrugated metal pipe (CMP) outlet structures with concrete outlet structures in stormwater ponds that need immediate rehabilitation. Additional improvement measures in some of the critical ponds include brush and tree clearing, re-grading the pond bottom, and replacement of outfall pipes, or rehabilitation of the pipes using centrifugally cast concrete pipe.","Stormwater - Gray Infrastructure: $659,198.00","City of Aiken Stormwater",NA,30604,2019-01-28,2019-10-28,"Not Assessed","Maintain Compliance",NA,NA,"Maintenance","No",NA,c(1168742.71371718, -68543.3688418292)
"342",342,"World","M",100,"A","Town of Fort Mill, South Carolina","Town of Fort Mill, SC, USA","Town of Fort Mill","Locality","City","Town of Fort Mill","Town of Fort Mill, South Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","Town of Fort Mill","","York County","South Carolina","SC","","","","","USA","United States","ENG",0,-80.93626,35.00858,-80.93626,35.00858,-80.99426,-80.87826,34.95058,35.06658,"","Town of Fort Mill",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","Town of Fort Mill","1-213-19-336-09","Loan","Not Applicable","Initial Agreement",2019-04-11,35000000,2019-04-11,35000000,2.6,0,2.6,122500,30,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Town of Fort Mill Water Polution Control Plant Expansion","Expansion of the existing facility from 3.0 MGD to 4.5 MGD. Upgrades include a new influent pump station, coarse screens, grit removal, fine screens, biological nutrient removal basins, membrane basins, ultraviolet disinfection, belt filter press, equalization tank, chemical facilities, yard piping and electrical distribution equipment.","Centralized Wastewater Treatment - Advanced Treatment: $35,000,000.00","Town of Fort Mill","SC0020371",8000,2019-02-20,2022-09-12,"Impaired","Maintain Compliance","Drinking water supply: Primary<br><br>Drinking water supply: Primary",NA,"Improvement","No",NA,c(1420253.65707236, 463705.704121681)
"343",343,"World","M",100,"A","Town of Lexington, South Carolina","Town of Lexington, SC, USA","Town of Lexington","Locality","City","Town of Lexington","Town of Lexington, South Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","Town of Lexington","","Lexington County","South Carolina","SC","","","","","USA","United States","ENG",0,-81.2209,33.98768,-81.2209,33.98768,-81.2729,-81.1689,33.93568,34.03968,"","Town of Lexington",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","Town of Lexington","X1-210-18-740-02","Loan","Not Applicable","Initial Agreement",2019-01-15,3486706,2019-01-15,3486706,2.1,NA,2.1,12203,30,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"I-20 Wastewater System Pump Station and Lagoon Closure","Construction of new submersible pump station in order to allow for the permanent connection of the I-20 Wastewater System to the City of Cayce Regional Wastewater Treatment Plant. Project also includes closeout of two (2) existing aerated lagoons and a new force main to tie in the existing force mains that feed into the former lagoon.","Centralized Wastewater Treatment - New Collector Sewers: $3,486,706.00","Town of Lexington I-20 WWTP","SC0035564",5588,2018-12-17,2020-05-17,"Meeting Standards","Achieve Compliance","Drinking water supply: Primary",NA,"Improvement","No",NA,c(1326729.74299137, 94039.7446836567)
"344",344,"World","M",100,"A","City of Georgetown, South Carolina","City of Georgetown, SC, USA","City of Georgetown","Locality","City","City of Georgetown","City of Georgetown, South Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Georgetown","","Georgetown County","South Carolina","SC","","","","","USA","United States","ENG",0,-79.28071,33.36496,-79.28071,33.36496,-79.53071,-79.03071,33.11496,33.61496,"","City of Georgetown",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","City of Georgetown","X1-204-18-412-15","Loan","Not Applicable","Initial Agreement",2018-11-12,2460281,2018-11-12,2460281,1.6,NA,1.95,8611,20,"No",0,2460281,"No","No","No",NA,"No",0,0,0,0,0,"WEST END SEWER REHABILITATION","The project includes the rehabilitation of approximately 18,700 linear feet (LF) of gravity sewer lines and 305 vertical feet of manholes. 17,269 LF of the gravity sewer lines will be rehabilitated using trenchless technologies and the remaining 1,428 LF of the gravity sewer lines will be rehabilitated by open-cut.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $2,460,281.00","SC0040029","SC0040029",10000,2018-11-05,2019-07-01,"Not Applicable","Maintain Compliance",NA,NA,"Not Applicable","No",NA,c(1914254.27319537, -140034.616985612)
"345",345,"World","M",78.55,"A","Edgefield County Water & Sewer Authority","Edgefield County Water & Sewer Authority, 100 Waterworks Rd, Edgefield, SC, 29824, USA","Edgefield County Water & Sewer Authority","POI","Government Office","Edgefield County Water & Sewer Authority","100 Waterworks Rd, Edgefield, South Carolina, 29824","(803) 279-1503","",22,"","100","","","","","","","Waterworks","Rd","","","","","","","","","100 Waterworks Rd","","","","","Edgefield","","Edgefield County","South Carolina","SC","","","29824","","USA","United States","ENG",0,-81.918108,33.781488,-81.918108,33.781488,-81.919108,-81.917108,33.780488,33.782488,"GRAND STRAND","Grand Strand Water and Sewer Authority",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","Grand Strand Water and Sewer Authority","X1-208-18-381-77","Loan","Not Applicable","Initial Agreement",2019-05-03,12103104,2019-05-03,12103104,2.6,0,2.6,42361,30,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"South Wastewater Transmission System Upgrade","Construct approximately 20,765 linear feet of 36-inch PVC and HDPE sewer force main, a wastewater VFD booster pump station and all necessary appurtenances.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $12,103,104.00","Grand Strand Water & Sewer Authority","SC0037753",250000,2019-06-24,2020-08-06,NA,"Maintain Compliance",NA,NA,"Maintenance","No",NA,c(1113217.61592474, 24495.6621624451)
"346",346,"World","M",100,"M","Dorchester County, South Carolina","Dorchester County, SC, USA","Dorchester County","Locality","County","Dorchester County","South Carolina"," "," ",10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Dorchester County","South Carolina","SC"," "," "," "," ","USA","United States","ENG",0,-80.406667217198,33.079332639434,-80.406667217198,33.079332639434,-80.713667217198,-80.099667217198,32.772332639434,33.386332639434," ","Dorchester County",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","Dorchester County","X1-203-18-542-05","Loan","Not Applicable","Initial Agreement",2018-09-13,3654740,2018-09-13,3654740,1.9,0,2.25,12792,14,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Lower Dorchester Wastewater Treatment Plant Improvements","proposes an extensive plant equipment upgradation consisting of;(i). adding clarifier mechanism and Stamford Baffle to the fourth 100 diameter structure,(ii). adding a 25-hp VFD Gorman-Rupp T8A71S-B self-priming centrifugal pump at RAS PS #4,(iii). adding one rotary disc type Aqua-Aerobic ADFP-54 twelve disc tertiary filter unit,(iv). adding one Fluid Dynamics 1 -15 GPH neat polymer metered feed and dilution system with a 6-inch mixing chamber at the dewatering facility,(v). adding one 10-hp VFD Borger CL-520 rotary lobe waste sludge feed pump with 6-inch diameter inlet and outlet at the dewatering facility,(vi). adding one Andritz D5LL 2,000 lbs. /hour sludge centrifuge at the dewatering facility and(vii). replacing all surface aerators in both sludge holding basins with a 1,000 unit fine-bubble membrane type diffuser array in each supplied by triplex (2 duty + 1 standby) 2,000 SCFM 125-hp VFD Aerzen GM 90S rotary lobe blowers in acoustic enclosures.","Centralized Wastewater Treatment - Advanced Treatment: $3,654,740.00","Dorchester County Water & Sewer Department","SC0038822",55100,2018-10-22,2022-01-18,"Impaired","Maintain Compliance",NA,NA,"Improvement","No",NA,c(1568859.58654482, -241084.220542992)
"347",347,"World","M",100,"A","City of Seneca, South Carolina","City of Seneca, SC, USA","City of Seneca","Locality","City","City of Seneca","City of Seneca, South Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Seneca","","Oconee County","South Carolina","SC","","","","","USA","United States","ENG",0,-82.9609,34.68037,-82.9609,34.68037,-82.9959,-82.9259,34.64537,34.71537,"","City of Seneca",NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,"Region 4","South Carolina","City of Seneca","X1-198-17-707-02","Loan","Not Applicable","Initial Agreement",2018-06-22,6031455,2018-06-22,6031455,1.9,0,1.9,21110,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"City of Seneca Pump Stations and Graveity Sewer Rehabilitation","Pump Station Upgrades: Eliminate existing underground wetwell/drywell pumping systems and replace with new above-ground pumping system to include wetwell vacuum-primed duplex centrifugal pumps at the Hilandale/White Oak Cliffs, Leader Ford, Cove Inlet, Normandy Shores and Jerry Kelly pump stations; upgrade the existing above-ground pumping systems at Shorecrest Drive and Port Santorini pump stations; construction of approximately 3300 linear feet of 6-inch forcemain and other necessary appurtenances.
Gravity Sewer Rehabilitation: Collection system rehabilitation will include 10,290 linear feet of 6-inch and 8-inch gravity sewer using CIPP lining, 56 manholes and 84 service connections in the Thomas Heights Subdivision, E. North First Street and Circle Drive.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $6,031,455.00","City of Seneca/Seneca Light & Water","SC0033553",4000,2018-07-02,2020-11-20,NA,"Maintain Compliance","Drinking water supply: Primary<br><br>Drinking water supply: Primary",NA,"Improvement","No",NA,c(809519.786550825, 362358.972832293)
